Altitude (m)	Pressure (Pa)
24704.19847	1398
24717.55598	1398
24709.53683	1398
24704.19847	1398
24696.20249	1401
24696.20249	1403
24696.20249	1397
24696.20249	1400
24701.5316	1404
24717.55598	1394
24698.86628	1398
24688.22035	1400
24704.19847	1401
24704.19847	1403
24696.20249	1395
24688.22035	1402
24704.19847	1400
24696.20249	1395
24706.86687	1402
24698.86628	1403
24714.88138	1400
24714.88138	1399
24720.23213	1397
24714.88138	1397
24728.26992	1402
24706.86687	1396
24720.23213	1400
24712.20833	1399
24704.19847	1402
24706.86687	1405
24704.19847	1396
24728.26992	1396
24720.23213	1388
24722.90984	1396
24701.5316	1395
24722.90984	1392
24725.5891	1395
24709.53683	1399
24706.86687	1393
24725.5891	1384
24722.90984	1392
24709.53683	1398
24725.5891	1402
24739.00885	1398
24701.5316	1401
24714.88138	1392
24730.95231	1392
24730.95231	1387
24725.5891	1393
24714.88138	1396
24728.26992	1394
24712.20833	1390
24706.86687	1400
24720.23213	1396
24728.26992	1396
24736.32177	1388
24706.86687	1399
24728.26992	1394
24722.90984	1396
24736.32177	1390
24747.07951	1387
24744.38772	1388
24730.95231	1390
24736.32177	1390
24730.95231	1388
24730.95231	1391
24739.00885	1390
24730.95231	1396
24739.00885	1391
24730.95231	1387
24728.26992	1390
24722.90984	1387
24722.90984	1388
24728.26992	1390
24736.32177	1390
24730.95231	1387
24744.38772	1396
24728.26992	1393
24722.90984	1388
24728.26992	1391
24728.26992	1388
24728.26992	1393
24728.26992	1391
24722.90984	1397
24714.88138	1391
24722.90984	1394
24714.88138	1394
24730.95231	1393
24722.90984	1396
24728.26992	1393
24728.26992	1388
24730.95231	1393
24768.67074	1389
24739.00885	1392
24730.95231	1390
24747.07951	1389
24725.5891	1395
24725.5891	1394
24736.32177	1400
24717.55598	1395
24725.5891	1394
24717.55598	1398
24712.20833	1398
24720.23213	1395
24728.26992	1395
24720.23213	1391
24736.32177	1394
24720.23213	1392
24717.55598	1391
24728.26992	1394
24728.26992	1391
24709.53683	1392
24717.55598	1394
24728.26992	1395
24720.23213	1388
24728.26992	1387
24720.23213	1391
24725.5891	1394
24733.63626	1394
24720.23213	1391
24704.19847	1394
24717.55598	1392
24747.07951	1392
24725.5891	1387
24717.55598	1397
24717.55598	1394
24720.23213	1390
24717.55598	1392
24733.63626	1393
24739.00885	1387
24730.95231	1384
24747.07951	1384
24739.00885	1390
24722.90984	1391
24728.26992	1388
24720.23213	1394
24730.95231	1390
24722.90984	1387
24739.00885	1391
24730.95231	1390
24728.26992	1391
24736.32177	1393
24722.90984	1385
24736.32177	1388
24728.26992	1388
24714.88138	1393
24736.32177	1394
24720.23213	1391
24739.00885	1385
24714.88138	1391
24706.86687	1388
24728.26992	1397
24722.90984	1388
24739.00885	1388
24739.00885	1388
24730.95231	1387
24733.63626	1389
24741.6975	1387
24730.95231	1389
24717.55598	1390
24733.63626	1398
24757.86245	1391
24733.63626	1380
24736.32177	1386
24741.6975	1389
24720.23213	1394
24728.26992	1388
24733.63626	1384
24747.07951	1386
24736.32177	1391
24728.26992	1388
24733.63626	1389
24741.6975	1389
24733.63626	1391
24736.32177	1383
24733.63626	1386
24725.5891	1384
24747.07951	1389
24733.63626	1389
24765.96628	1381
24757.86245	1381
24739.00885	1394
24757.86245	1378
24763.26342	1380
24749.77288	1381
24749.77288	1383
24755.16435	1381
24749.77288	1378
24749.77288	1378
24749.77288	1381
24752.46782	1387
24730.95231	1381
24744.38772	1382
24752.46782	1385
24736.32177	1390
24747.07951	1391
24736.32177	1387
24747.07951	1384
24722.90984	1396
24744.38772	1382
24739.00885	1390
24736.32177	1390
24747.07951	1387
24739.00885	1390
24739.00885	1388
24712.20833	1396
24730.95231	1388
24730.95231	1387
24722.90984	1391
24720.23213	1393
24739.00885	1390
24736.32177	1393
24730.95231	1376
24747.07951	1385
24744.38772	1384
24739.00885	1378
24739.00885	1384
24752.46782	1390
24744.38772	1384
24747.07951	1387
24730.95231	1385
24730.95231	1391
24722.90984	1391
24730.95231	1388
24736.32177	1385
24752.46782	1379
24747.07951	1377
24747.07951	1381
24741.6975	1387
24741.6975	1390
24733.63626	1388
24733.63626	1391
24709.53683	1397
24709.53683	1395
24728.26992	1389
24728.26992	1389
24725.5891	1392
24728.26992	1394
24709.53683	1383
24725.5891	1386
24736.32177	1391
24728.26992	1388
24749.77288	1386
24725.5891	1391
24733.63626	1398
24733.63626	1383
24736.32177	1391
24747.07951	1392
24747.07951	1389
24741.6975	1386
24736.32177	1389
24733.63626	1394
24736.32177	1388
24741.6975	1388
24736.32177	1384
24741.6975	1388
24712.20833	1391
24736.32177	1388
24747.07951	1389
24733.63626	1391
24733.63626	1397
24733.63626	1392
24720.23213	1394
24725.5891	1389
24739.00885	1384
24747.07951	1390
24739.00885	1390
24725.5891	1387
24736.32177	1381
24736.32177	1384
24739.00885	1388
24730.95231	1391
24736.32177	1387
24728.26992	1393
24739.00885	1390
24720.23213	1390
24728.26992	1385
24714.88138	1387
24730.95231	1391
24736.32177	1388
24714.88138	1387
24744.38772	1390
24744.38772	1387
24722.90984	1390
24736.32177	1393
24736.32177	1393
24752.46782	1384
24728.26992	1388
24747.07951	1390
24730.95231	1387
24730.95231	1385
24739.00885	1390
24744.38772	1387
24747.07951	1381
24747.07951	1379
24744.38772	1384
24752.46782	1382
24747.07951	1388
24760.56214	1384
24736.32177	1387
24755.16435	1382
24771.37678	1384
24763.26342	1384
24763.26342	1381
24747.07951	1372
24757.86245	1383
24765.96628	1381
24755.16435	1384
24741.6975	1383
24741.6975	1389
24725.5891	1389
24736.32177	1385
24728.26992	1391
24728.26992	1385
24720.23213	1383
24736.32177	1395
24725.5891	1395
24736.32177	1388
24741.6975	1385
24736.32177	1388
24733.63626	1388
24741.6975	1385
24741.6975	1383
24747.07951	1388
24736.32177	1386
24736.32177	1381
24757.86245	1383
24747.07951	1386
24749.77288	1384
24749.77288	1391
24728.26992	1395
24720.23213	1392
24728.26992	1386
24736.32177	1386
24736.32177	1391
24755.16435	1389
24733.63626	1387
24725.5891	1389
24755.16435	1383
24747.07951	1384
24733.63626	1383
24749.77288	1386
24763.26342	1380
24741.6975	1381
24747.07951	1387
24747.07951	1377
24749.77288	1381
24739.00885	1380
24747.07951	1386
24763.26342	1378
24733.63626	1381
24741.6975	1381
24741.6975	1386
24757.86245	1386
24749.77288	1389
24749.77288	1384
24749.77288	1386
24733.63626	1384
24749.77288	1380
24768.67074	1384
24717.55598	1387
24747.07951	1386
24747.07951	1381
24747.07951	1387
24747.07951	1384
24747.07951	1383
24741.6975	1384
24739.00885	1380
24749.77288	1383
24749.77288	1386
24741.6975	1387
24755.16435	1386
24739.00885	1384
24749.77288	1383
24739.00885	1383
24749.77288	1384
24739.00885	1377
24757.86245	1378
24763.26342	1378
24749.77288	1383
24739.00885	1383
24771.37678	1383
24771.37678	1378
24739.00885	1390
24757.86245	1380
24749.77288	1380
24757.86245	1387
24763.26342	1378
24747.07951	1383
24765.96628	1378
24749.77288	1387
24739.00885	1384
24728.26992	1378
24747.07951	1386
24736.32177	1391
24744.38772	1386
24736.32177	1391
24736.32177	1380
24736.32177	1381
24728.26992	1385
24755.16435	1388
24747.07951	1384
24749.77288	1378
24736.32177	1389
24747.07951	1388
24749.77288	1391
24747.07951	1381
24741.6975	1383
24755.16435	1372
24755.16435	1383
24755.16435	1377
24749.77288	1377
24749.77288	1381
24757.86245	1380
24757.86245	1383
24755.16435	1381
24755.16435	1383
24749.77288	1384
24755.16435	1383
24747.07951	1381
24755.16435	1387
24755.16435	1384
24747.07951	1381
24757.86245	1377
24763.26342	1380
24763.26342	1384
24757.86245	1381
24747.07951	1384
24747.07951	1384
24763.26342	1386
24733.63626	1383
24749.77288	1381
24733.63626	1374
24747.07951	1377
24749.77288	1383
24739.00885	1387
24728.26992	1384
24755.16435	1390
24747.07951	1386
24749.77288	1383
24749.77288	1384
24741.6975	1381
24755.16435	1383
24755.16435	1383
24741.6975	1381
24755.16435	1380
24749.77288	1383
24755.16435	1384
24757.86245	1389
24763.26342	1387
24747.07951	1389
24749.77288	1383
24739.00885	1381
24749.77288	1384
24747.07951	1387
24747.07951	1384
24739.00885	1387
24763.26342	1383
24741.6975	1383
24749.77288	1384
24747.07951	1384
24755.16435	1381
24749.77288	1383
24755.16435	1383
24763.26342	1383
24747.07951	1386
24771.37678	1384
24755.16435	1384
24755.16435	1378
24730.95231	1383
24755.16435	1381
24747.07951	1378
24763.26342	1381
24741.6975	1383
24755.16435	1381
24747.07951	1386
24765.96628	1384
24749.77288	1383
24749.77288	1380
24739.00885	1386
24765.96628	1374
24765.96628	1383
24757.86245	1377
24757.86245	1378
24757.86245	1380
24747.07951	1374
24765.96628	1381
24757.86245	1381
24749.77288	1380
24765.96628	1381
24749.77288	1378
24741.6975	1377
24749.77288	1384
24749.77288	1383
24757.86245	1384
24749.77288	1380
24757.86245	1383
24755.16435	1377
24763.26342	1378
24763.26342	1381
24757.86245	1377
24765.96628	1380
24749.77288	1381
24763.26342	1383
24755.16435	1371
24771.37678	1377
24747.07951	1381
24771.37678	1378
24755.16435	1383
24757.86245	1378
24765.96628	1381
24757.86245	1383
24757.86245	1378
24765.96628	1377
24741.6975	1380
24755.16435	1380
24763.26342	1383
24763.26342	1378
24749.77288	1380
24755.16435	1380
24749.77288	1378
24765.96628	1380
24757.86245	1380
24755.16435	1384
24771.37678	1377
24755.16435	1384
24771.37678	1377
24765.96628	1381
24763.26342	1372
24757.86245	1374
24757.86245	1378
24765.96628	1383
24757.86245	1386
24765.96628	1372
24771.37678	1378
24757.86245	1381
24755.16435	1378
24774.08442	1380
24765.96628	1383
24765.96628	1377
24763.26342	1374
24771.37678	1374
24774.08442	1374
24774.08442	1371
24757.86245	1374
24763.26342	1375
24771.37678	1375
24779.50449	1375
24779.50449	1369
24774.08442	1371
24763.26342	1377
24757.86245	1380
24757.86245	1381
24763.26342	1377
24757.86245	1383
24765.96628	1381
24779.50449	1377
24747.07951	1378
24757.86245	1378
24755.16435	1384
24763.26342	1375
24765.96628	1381
24765.96628	1377
24757.86245	1380
24779.50449	1381
24765.96628	1381
24763.26342	1381
24782.21692	1371
24755.16435	1380
24779.50449	1375
24765.96628	1375
24771.37678	1375
24774.08442	1380
24765.96628	1377
24763.26342	1384
24763.26342	1380
24771.37678	1374
24765.96628	1375
24765.96628	1375
24771.37678	1372
24755.16435	1375
24774.08442	1377
24771.37678	1378
24757.86245	1375
24765.96628	1375
24774.08442	1371
24765.96628	1377
24757.86245	1370
24765.96628	1375
24765.96628	1374
24763.26342	1375
24774.08442	1369
24784.93096	1372
24771.37678	1374
24768.67074	1380
24768.67074	1381
24768.67074	1370
24784.93096	1373
24771.37678	1367
24784.93096	1372
24755.16435	1375
24771.37678	1375
24779.50449	1375
24763.26342	1370
24779.50449	1369
24776.79366	1375
24760.56214	1373
24779.50449	1372
24793.0827	1384
24768.67074	1377
24768.67074	1375
24774.08442	1380
24774.08442	1377
24779.50449	1377
24779.50449	1377
24771.37678	1377
24779.50449	1374
24779.50449	1377
24774.08442	1377
24774.08442	1377
24757.86245	1375
24771.37678	1375
24763.26342	1380
24765.96628	1370
24774.08442	1375
24776.79366	1374
24771.37678	1375
24774.08442	1377
24771.37678	1369
24771.37678	1381
24755.16435	1378
24763.26342	1380
24771.37678	1375
24768.67074	1375
24765.96628	1376
24771.37678	1381
24768.67074	1378
24784.93096	1375
24779.50449	1373
24776.79366	1375
24787.6466	1375
24793.0827	1367
24795.80317	1373
24795.80317	1367
24795.80317	1367
24793.0827	1366
24776.79366	1372
24776.79366	1366
24793.0827	1372
24776.79366	1375
24771.37678	1370
24784.93096	1369
24776.79366	1372
24755.16435	1375
24776.79366	1372
24779.50449	1369
24784.93096	1373
24779.50449	1372
24779.50449	1372
24784.93096	1373
24771.37678	1369
24784.93096	1373
24787.6466	1370
24784.93096	1364
24771.37678	1372
24771.37678	1369
24776.79366	1375
24779.50449	1375
24784.93096	1376
24776.79366	1375
24787.6466	1369
24795.80317	1372
24779.50449	1376
24771.37678	1370
24784.93096	1372
24787.6466	1375
24784.93096	1370
24779.50449	1369
24779.50449	1370
24787.6466	1370
24779.50449	1370
24776.79366	1369
24784.93096	1367
24779.50449	1370
24763.26342	1372
24784.93096	1372
24787.6466	1372
24793.0827	1372
24784.93096	1369
24779.50449	1373
24787.6466	1370
24793.0827	1372
24771.37678	1372
24784.93096	1369
24771.37678	1366
24793.0827	1367
24779.50449	1373
24779.50449	1376
24776.79366	1370
24776.79366	1373
24779.50449	1373
24795.80317	1370
24784.93096	1367
24784.93096	1369
24776.79366	1379
24787.6466	1372
24784.93096	1372
24793.0827	1366
24787.6466	1367
24793.0827	1372
24768.67074	1370
24768.67074	1373
24768.67074	1370
24779.50449	1366
24779.50449	1372
24779.50449	1367
24779.50449	1367
24776.79366	1375
24784.93096	1376
24776.79366	1370
24784.93096	1372
24776.79366	1367
24801.24894	1369
24793.0827	1367
24795.80317	1366
24793.0827	1369
24793.0827	1363
24814.89172	1358
24795.80317	1367
24809.42974	1367
24801.24894	1361
24809.42974	1366
24803.97426	1364
24803.97426	1363
24801.24894	1367
24803.97426	1364
24803.97426	1366
24784.93096	1364
24793.0827	1364
24809.42974	1366
24793.0827	1364
24771.37678	1364
24784.93096	1369
24803.97426	1366
24779.50449	1363
24803.97426	1366
24795.80317	1364
24784.93096	1367
24803.97426	1372
24771.37678	1367
24793.0827	1369
24795.80317	1364
24787.6466	1364
24795.80317	1369
24784.93096	1370
24793.0827	1367
24793.0827	1366
24793.0827	1367
24793.0827	1367
24801.24894	1367
24793.0827	1372
24784.93096	1370
24787.6466	1367
24809.42974	1370
24776.79366	1367
24787.6466	1366
24793.0827	1367
24795.80317	1363
24784.93096	1369
24795.80317	1370
24803.97426	1367
24787.6466	1366
24793.0827	1369
24787.6466	1363
24787.6466	1367
24801.24894	1364
24779.50449	1366
24793.0827	1366
24801.24894	1369
24801.24894	1369
24793.0827	1363
24801.24894	1364
24787.6466	1364
24801.24894	1361
24801.24894	1366
24812.15992	1366
24801.24894	1366
24814.89172	1360
24801.24894	1370
24806.70119	1361
24793.0827	1361
24809.42974	1363
24801.24894	1362
24787.6466	1360
24806.70119	1364
24793.0827	1362
24795.80317	1361
24806.70119	1367
24784.93096	1365
24806.70119	1360
24814.89172	1362
24809.42974	1362
24784.93096	1367
24793.0827	1367
24782.21692	1367
24790.36385	1368
24779.50449	1364
24806.70119	1367
24801.24894	1370
24793.0827	1362
24801.24894	1365
24806.70119	1361
24809.42974	1370
24801.24894	1364
24801.24894	1365
24798.52525	1359
24812.15992	1364
24782.21692	1370
24806.70119	1365
24793.0827	1368
24801.24894	1365
24793.0827	1368
24798.52525	1367
24798.52525	1365
24790.36385	1368
24782.21692	1370
24801.24894	1365
24776.79366	1364
24784.93096	1370
24806.70119	1364
24806.70119	1368
24801.24894	1364
24801.24894	1370
24793.0827	1368
24806.70119	1365
24793.0827	1367
24809.42974	1362
24793.0827	1370
24820.36022	1364
24793.0827	1359
24790.36385	1365
24809.42974	1362
24793.0827	1365
24790.36385	1360
24812.15992	1360
24798.52525	1364
24790.36385	1373
24790.36385	1364
24798.52525	1362
24809.42974	1362
24801.24894	1365
24801.24894	1361
24823.09691	1361
24806.70119	1361
24806.70119	1364
24806.70119	1360
24806.70119	1362
24801.24894	1360
24814.89172	1361
24812.15992	1360
24809.42974	1357
24814.89172	1361
24809.42974	1362
24806.70119	1361
24814.89172	1361
24814.89172	1361
24784.93096	1365
24812.15992	1361
24801.24894	1367
24806.70119	1364
24790.36385	1364
24798.52525	1367
24801.24894	1367
24809.42974	1362
24798.52525	1362
24806.70119	1364
24798.52525	1362
24801.24894	1364
24793.0827	1367
24809.42974	1360
24809.42974	1361
24806.70119	1360
24820.36022	1362
24812.15992	1360
24798.52525	1361
24801.24894	1361
24798.52525	1362
24806.70119	1360
24801.24894	1361
24812.15992	1368
24814.89172	1361
24812.15992	1362
24798.52525	1361
24793.0827	1364
24784.93096	1364
24809.42974	1361
24798.52525	1362
24809.42974	1361
24809.42974	1360
24820.36022	1360
24820.36022	1361
24806.70119	1367
24806.70119	1362
24790.36385	1367
24798.52525	1359
24814.89172	1357
24820.36022	1365
24793.0827	1370
24806.70119	1365
24809.42974	1364
24801.24894	1370
24801.24894	1368
24793.0827	1371
24798.52525	1362
24776.79366	1367
24809.42974	1367
24793.0827	1368
24784.93096	1368
24793.0827	1370
24798.52525	1361
24812.15992	1361
24823.09691	1361
24809.42974	1359
24801.24894	1365
24806.70119	1364
24793.0827	1364
24812.15992	1364
24809.42974	1362
24814.89172	1364
24812.15992	1364
24793.0827	1367
24801.24894	1357
24793.0827	1359
24806.70119	1364
24809.42974	1362
24809.42974	1360
24812.15992	1363
24803.97426	1358
24812.15992	1363
24817.62516	1360
24820.36022	1368
24812.15992	1366
24817.62516	1360
24820.36022	1358
24803.97426	1362
24806.70119	1360
24812.15992	1360
24790.36385	1365
24798.52525	1362
24812.15992	1360
24790.36385	1368
24787.6466	1363
24798.52525	1360
24787.6466	1363
24798.52525	1366
24803.97426	1363
24817.62516	1360
24812.15992	1357
24828.57521	1362
24817.62516	1358
24809.42974	1360
24820.36022	1362
24801.24894	1358
24806.70119	1368
24806.70119	1361
24806.70119	1355
24806.70119	1361
24817.62516	1361
24809.42974	1360
24809.42974	1360
24834.06006	1365
24812.15992	1352
24828.57521	1355
24798.52525	1363
24798.52525	1360
24806.70119	1362
24825.83524	1360
24803.97426	1360
24812.15992	1360
24820.36022	1363
24803.97426	1365
24806.70119	1365
24798.52525	1360
24812.15992	1358
24812.15992	1360
24820.36022	1360
24820.36022	1360
24817.62516	1363
24812.15992	1362
24817.62516	1362
24806.70119	1365
24812.15992	1362
24820.36022	1360
24812.15992	1358
24798.52525	1363
24798.52525	1365
24812.15992	1360
24812.15992	1366
24812.15992	1366
24795.80317	1360
24812.15992	1360
24806.70119	1363
24790.36385	1363
24798.52525	1355
24812.15992	1360
24820.36022	1358
24806.70119	1355
24790.36385	1360
24795.80317	1365
24812.15992	1362
24795.80317	1358
24825.83524	1363
24812.15992	1360
24803.97426	1365
24787.6466	1363
24817.62516	1354
24828.57521	1352
24836.80495	1357
24812.15992	1360
24812.15992	1357
24828.57521	1358
24817.62516	1349
24817.62516	1355
24820.36022	1357
24836.80495	1354
24806.70119	1360
24825.83524	1357
24817.62516	1358
24817.62516	1355
24820.36022	1360
24812.15992	1360
24812.15992	1358
24798.52525	1363
24806.70119	1360
24806.70119	1366
24806.70119	1363
24806.70119	1358
24812.15992	1362
24812.15992	1357
24817.62516	1360
24812.15992	1355
24817.62516	1365
24820.36022	1357
24803.97426	1365
24806.70119	1357
24825.83524	1355
24806.70119	1360
24820.36022	1357
24825.83524	1363
24817.62516	1358
24812.15992	1362
24812.15992	1355
24798.52525	1360
24812.15992	1362
24812.15992	1360
24825.83524	1357
24812.15992	1360
24806.70119	1360
24812.15992	1360
24812.15992	1352
24820.36022	1360
24812.15992	1355
24828.57521	1362
24812.15992	1357
24812.15992	1360
24817.62516	1357
24812.15992	1360
24812.15992	1365
24812.15992	1360
24806.70119	1354
24817.62516	1360
24812.15992	1360
24817.62516	1360
24825.83524	1355
24825.83524	1358
24825.83524	1351
24817.62516	1360
24825.83524	1360
24817.62516	1357
24828.57521	1357
24825.83524	1355
24817.62516	1352
24828.57521	1357
24850.55412	1355
24825.83524	1357
24812.15992	1357
24803.97426	1354
24812.15992	1352
24817.62516	1357
24812.15992	1360
24812.15992	1360
24817.62516	1358
24806.70119	1355
24812.15992	1360
24820.36022	1363
24812.15992	1360
24817.62516	1357
24831.31681	1360
24812.15992	1357
24842.29966	1360
24831.31681	1360
24825.83524	1358
24834.06006	1353
24820.36022	1357
24823.09691	1358
24812.15992	1360
24817.62516	1358
24825.83524	1358
24831.31681	1353
24823.09691	1355
24817.62516	1355
24831.31681	1356
24814.89172	1355
24823.09691	1353
24814.89172	1358
24825.83524	1359
24823.09691	1356
24834.06006	1353
24817.62516	1353
24817.62516	1358
24817.62516	1355
24814.89172	1352
24823.09691	1358
24823.09691	1353
24831.31681	1358
24823.09691	1356
24823.09691	1358
24817.62516	1352
24825.83524	1355
24803.97426	1359
24817.62516	1359
24823.09691	1355
24817.62516	1359
24823.09691	1355
24814.89172	1358
24825.83524	1359
24814.89172	1358
24812.15992	1358
24825.83524	1361
24831.31681	1358
24825.83524	1358
24814.89172	1360
24814.89172	1350
24834.06006	1352
24812.15992	1359
24817.62516	1356
24823.09691	1360
24814.89172	1361
24817.62516	1361
24812.15992	1358
24817.62516	1353
24817.62516	1358
24839.55148	1356
24795.80317	1361
24814.89172	1360
24814.89172	1359
24839.55148	1349
24834.06006	1352
24847.80098	1353
24823.09691	1353
24831.31681	1347
24834.06006	1353
24817.62516	1352
24831.31681	1349
24839.55148	1352
24825.83524	1355
24847.80098	1352
24831.31681	1353
24831.31681	1356
24847.80098	1353
24834.06006	1349
24856.06537	1350
24839.55148	1353
24839.55148	1352
24831.31681	1353
24839.55148	1350
24823.09691	1353
24809.42974	1350
24812.15992	1355
24825.83524	1355
24825.83524	1353
24831.31681	1363
24834.06006	1358
24834.06006	1353
24817.62516	1353
24834.06006	1350
24831.31681	1353
24823.09691	1350
24834.06006	1352
24831.31681	1350
24834.06006	1352
24842.29966	1356
24839.55148	1352
24842.29966	1347
24839.55148	1350
24850.55412	1350
24850.55412	1349
24850.55412	1347
24842.29966	1355
24834.06006	1350
24847.80098	1356
24839.55148	1356
24834.06006	1350
24842.29966	1349
24814.89172	1349
24834.06006	1352
24831.31681	1356
24817.62516	1358
24839.55148	1352
24825.83524	1358
24839.55148	1353
24839.55148	1352
24831.31681	1358
24834.06006	1350
24825.83524	1355
24834.06006	1347
24839.55148	1353
24847.80098	1356
24831.31681	1352
24850.55412	1348
24834.06006	1349
24839.55148	1348
24845.0495	1356
24845.0495	1347
24847.80098	1350
24847.80098	1350
24834.06006	1348
24839.55148	1352
24845.0495	1356
24828.57521	1348
24845.0495	1356
24831.31681	1350
24831.31681	1351
24853.30892	1347
24839.55148	1355
24836.80495	1350
24831.31681	1356
24836.80495	1347
24831.31681	1354
24845.0495	1345
24853.30892	1353
24839.55148	1353
24823.09691	1348
24839.55148	1350
24847.80098	1348
24847.80098	1347
24861.58327	1348
24839.55148	1353
24845.0495	1342
24845.0495	1348
24836.80495	1350
24847.80098	1351
24853.30892	1348
24853.30892	1350
24853.30892	1347
24836.80495	1348
24845.0495	1354
24853.30892	1351
24836.80495	1351
24845.0495	1350
24839.55148	1351
24847.80098	1348
24839.55148	1351
24853.30892	1345
24861.58327	1347
24847.80098	1348
24847.80098	1351
24836.80495	1345
24845.0495	1348
24839.55148	1350
24847.80098	1345
24847.80098	1342
24861.58327	1345
24847.80098	1342
24853.30892	1348
24845.0495	1342
24853.30892	1347
24856.06537	1342
24864.34471	1342
24847.80098	1347
24847.80098	1347
24845.0495	1348
24856.06537	1347
24861.58327	1345
24856.06537	1350
24847.80098	1347
24861.58327	1342
24853.30892	1342
24853.30892	1341
24861.58327	1342
24861.58327	1342
24864.34471	1344
24853.30892	1348
24861.58327	1342
24853.30892	1344
24864.34471	1348
24861.58327	1342
24853.30892	1339
24836.80495	1344
24853.30892	1345
24861.58327	1344
24856.06537	1342
24872.63907	1339
24853.30892	1345
24839.55148	1341
24847.80098	1342
24856.06537	1336
24856.06537	1339
24869.87261	1339
24861.58327	1347
24869.87261	1342
24878.177	1342
24856.06537	1345
24856.06537	1342
24856.06537	1342
24847.80098	1345
24845.0495	1347
24839.55148	1348
24847.80098	1350
24864.34471	1350
24847.80098	1348
24847.80098	1345
24847.80098	1353
24853.30892	1353
24845.0495	1351
24853.30892	1347
24831.31681	1350
24836.80495	1345
24845.0495	1348
24847.80098	1347
24831.31681	1345
24845.0495	1350
24847.80098	1353
24839.55148	1353
24836.80495	1348
24845.0495	1353
24845.0495	1347
24845.0495	1348
24842.29966	1350
24836.80495	1345
24845.0495	1356
24856.06537	1345
24839.55148	1351
24845.0495	1351
24856.06537	1348
24847.80098	1351
24853.30892	1337
24847.80098	1351
24853.30892	1347
24858.82349	1342
24850.55412	1349
24867.10783	1343
24845.0495	1348
24845.0495	1346
24858.82349	1343
24850.55412	1346
24850.55412	1351
24861.58327	1346
24850.55412	1345
24842.29966	1345
24850.55412	1345
24858.82349	1346
24831.31681	1345
24850.55412	1339
24836.80495	1343
24861.58327	1345
24845.0495	1348
24853.30892	1343
24869.87261	1343
24861.58327	1345
24853.30892	1349
24853.30892	1349
24850.55412	1345
24858.82349	1346
24850.55412	1346
24861.58327	1343
24861.58327	1343
24861.58327	1343
24858.82349	1343
24878.177	1337
24858.82349	1342
24878.177	1340
24875.4072	1339
24869.87261	1345
24867.10783	1342
24861.58327	1345
24861.58327	1345
24853.30892	1340
24869.87261	1348
24861.58327	1342
24853.30892	1342
24869.87261	1345
24845.0495	1340
24858.82349	1340
24845.0495	1346
24853.30892	1340
24850.55412	1343
24850.55412	1345
24853.30892	1346
24861.58327	1340
24853.30892	1346
24858.82349	1339
24861.58327	1342
24853.30892	1346
24850.55412	1348
24842.29966	1348
24842.29966	1343
24858.82349	1339
24850.55412	1348
24850.55412	1342
24861.58327	1339
24861.58327	1343
24858.82349	1342
24850.55412	1345
24875.4072	1342
24861.58327	1342
24836.80495	1343
24853.30892	1348
24842.29966	1348
24850.55412	1342
24853.30892	1343
24869.87261	1345
24850.55412	1340
24858.82349	1340
24869.87261	1348
24853.30892	1346
24861.58327	1348
24861.58327	1342
24861.58327	1339
24853.30892	1340
24858.82349	1343
24867.10783	1345
24858.82349	1348
24869.87261	1340
24858.82349	1342
24858.82349	1343
24867.10783	1340
24861.58327	1343
24867.10783	1342
24853.30892	1339
24850.55412	1340
24858.82349	1345
24850.55412	1341
24864.34471	1344
24853.30892	1346
24850.55412	1341
24867.10783	1344
24850.55412	1340
24850.55412	1344
24845.0495	1344
24845.0495	1340
24845.0495	1346
24864.34471	1349
24864.34471	1340
24864.34471	1349
24847.80098	1341
24850.55412	1344
24856.06537	1338
24864.34471	1344
24858.82349	1347
24847.80098	1346
24856.06537	1349
24867.10783	1346
24856.06537	1346
24856.06537	1341
24850.55412	1344
24864.34471	1344
24864.34471	1340
24850.55412	1343
24872.63907	1335
24856.06537	1346
24864.34471	1337
24880.94849	1338
24867.10783	1343
24875.4072	1338
24864.34471	1341
24867.10783	1335
24864.34471	1337
24872.63907	1343
24858.82349	1337
24864.34471	1341
24850.55412	1344
24872.63907	1341
24858.82349	1340
24856.06537	1341
24858.82349	1338
24872.63907	1341
24880.94849	1343
24867.10783	1337
24864.34471	1332
24875.4072	1332
24880.94849	1337
24858.82349	1335
24880.94849	1334
24856.06537	1343
24856.06537	1338
24856.06537	1343
24864.34471	1337
24858.82349	1341
24856.06537	1338
24858.82349	1337
24872.63907	1341
24864.34471	1337
24872.63907	1340
24867.10783	1340
24875.4072	1337
24875.4072	1335
24872.63907	1340
24875.4072	1338
24872.63907	1343
24883.72166	1335
24864.34471	1334
24872.63907	1335
24872.63907	1341
24864.34471	1335
24889.27305	1338
24867.10783	1340
24867.10783	1334
24875.4072	1338
24872.63907	1335
24875.4072	1338
24856.06537	1335
24880.94849	1335
24880.94849	1334
24875.4072	1340
24875.4072	1344
24867.10783	1335
24872.63907	1338
24889.27305	1335
24867.10783	1338
24883.72166	1340
24880.94849	1335
24864.34471	1335
24858.82349	1338
24875.4072	1335
24858.82349	1341
24867.10783	1337
24872.63907	1341
24856.06537	1340
24872.63907	1335
24864.34471	1338
24867.10783	1334
24883.72166	1334
24889.27305	1334
24880.94849	1338
24880.94849	1341
24875.4072	1332
24875.4072	1335
24875.4072	1334
24880.94849	1341
24880.94849	1334
24872.63907	1338
24889.27305	1337
